,Unnamed: 0,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0.1
232,2048,,@_felipebravo Vaya retrasado mental,0,0,1,2048.0
534,1963,1963.0,"Ese culo tu lo mueves nivel expert
Hecha de laboratorio como dexter 👾",1,0,0,
1606,5397,,"@CitlaHM @lopezobrador_ @PartidoMorenaMx @Mx_Diputados @DiputadosMorena @MorenaSenadores @GobiernoMX #Mexico 🇲🇽 #LigaDeGuerreros 
🤷🏻‍♂️ ¿¿¿ Qué Pachó ???🤷🏻‍♂️
Incongruencia, falta de convicciones, falta de principios, falta de moral, falta de dignidad, ésto si es Traición a la patria https://t.co/QVsNFi4gqu",0,0,0,5397.0
2981,2645,,#cristinanosetoca Se van acomodando los huevos en el cajón https://t.co/i44cyDuwgI,0,0,0,2645.0
3917,573,,qn para romantizar nuestra asquerosa vida ir al gym y ya salir de nuestro puto confort alv porque me ando volviendo una mierda,1,0,1,573.0
1525,2917,2917.0,@epigmenioibarra Es peor. Pero tu eres un Pigmeo enano y cobarde.,0,0,1,
1445,1954,1954.0,"Físico Alemán de origen judio que revolucionó la #ciencia del S.XX, obtuvo el Nobel de Física, así mismo es reconocido por el desarrollo de la Teoría de la Relatividad.

#Quote https://t.co/9kvKV5DJAk",0,0,0,
278,4551,,"@jMarcFly @2010MisterChip No, a diferencia del mundial en realidad ya hubo casos en el grupo F de la Champions y quedó Campeón, aunque de muy pocas probabilidades:
2000-01 Bayern 
2002-03 Porto 
2007-08 Man. Utd
2009-10 Inter
2012-13 Bayern X2
2014-15 Barcelona
2016-17 ""Real Madrid""",0,0,0,4551.0
872,3218,3218.0,@MBD1193 estoy convencido que la gente aprecia el buqué de la tortilla al borde de la descomposición y el aceite refrito de mala calidad. Pero se antoja.,0,0,0,
557,1910,1910.0,@JuanPappierHRW @ChepeZamora @CarlosDada Como todo izquierdoso defendiendo a extorsionadores y lavadores de dinero.,0,0,0,
763,1586,,"@SocCivilMx Que vergüenza. Ignorante, inapropiada, inédito, Inevitable  perjuicio a la educación en el país por gentuza de cuarta ralea.",0,0,1,1586.0
2619,1070,,"Es un perro callejero, pero ella se quedará con el. Hay gente q es bien cerota y no creen q si alguien se arma de valor y los denuncia, las leyes lo van a joder. Gracias a Dios y mi tía, sigue vivo ese animalito. 🙂🙂🙂",0,0,0,1070.0
2702,1475,,"@GustavoBolivar Y se hace llamar H.SENADOR?
Mejor lameculos 
Y no 🅴🆂🆃🅰🅵🅰🅳🅾🆁 ​ 
Una pregunta
Se acuerda la última vez que estuvo en TAGANGA
se la dejo ahí",1,0,1,1475.0
1790,4571,4571.0,"Por favor, no le den RT. Se puede encabronar el parásito de palacio nacional. Ya ven que se la pasa tragando. https://t.co/inatCe3brS",1,0,1,
2904,3693,,"@SC_ESPN Es ridículo que sigan diciendo ""el PSG de Messi"" jajaja",0,0,0,3693.0
2075,3364,,Conforman en Mazatlán Comité Municipal de Búsqueda de Personas https://t.co/Taezyjlpi7,0,0,0,3364.0
2786,3437,,"Nuestra #UTTT  agradece su compromiso y lealtad;  a ti padre de familia, empresario, institución de educación media superior, trabajador, profesor, pero en especial a ti Alumno que confías una de las etapas más valiosas de tu vida a este proyecto donde buscamos tu mejor versión. https://t.co/jlZpjeOIRX",0,0,0,3437.0
399,4382,,@El_Universal_Mx Subnormal pero leal 🐕‍🦺,0,0,1,4382.0
1179,2425,2425.0,@msverdades Y no me extrañaría que este gobierno blandengue y mojigato lo indulte y hasta le de un cargo.,0,0,1,
945,849,,"@Santipadillaa07 @vozdeltuit @Twitter @nayibbukele Ajá, pero volvemos a lo mismo, faltar al respeto es solo eso, palabras. No puedes hacer uso de la fuerza pública para aprehender a alguien solo por hacer buen o mal uso de su derecho a la libertad de expresión. Sí es una acción tiránica y con vistas de infundir miedo.",0,0,0,849.0
3639,5802,,@Bacanalnica @Snakeeyesnic @EntrelineasNoOf Ya nadie se traga tus cuentos,0,0,0,5802.0
385,1934,1934.0,@PishiEnfermero Es que ahi no te ponen jeta como en los enlaces de turno 😅,0,0,0,
1232,3264,3264.0,"@Strong250784 @firstyard @bayoflow @nuriapiera Si, tus argumentos así lo reflejan no me queda la menor duda, se nota en tu descarga 🤣🤣🤣🤣 y si quedo demostrado que soy el 🤡 y no eres tú, y quien sabe si soy ya un ciudadano de los US y usted es súper dotado que se quedó retrasado después de ser el súper man en el aula. 🤡",0,0,1,
2571,4065,,"@ZazilCarreras Por qué no es de su círculo de amigas pudientes, por qué no pertenece a la clase dorada, se acostumbraron a ningunear y a obtener favores y privilegios con chantajes, una revisadita para ver cuanto recurso público en calidad de “apoyo” recibieron en el pasado estas señitos.",0,0,0,4065.0
1834,1687,1687.0,@RAMONMONTILLA Entre la Guabina y el Camaleón estos llevan la Delantera..🤣🤣,0,0,0,
3122,4812,,@tatianaloisss @olivertaveras11 @xaviext @IbaiLlanos Se quedan porque en su tiempo eran buenos y revolucionaron pero hoy dia obsoletos,0,0,0,4812.0
911,1535,1535.0,"@Maximino351 @lopezdoriga El señor @LopezDoriga69 es un gachupín y si dice que se nacionalizó *mexicano"" , entonces es un MALINCHISTA.
Ccp. @DeniseDresserG 
@brozoxmiswebs 
@AristeguiOnline 
Y todo aquel nacionalizado y que no quiere a México, regresen a su patria.",0,0,0,
910,1720,1720.0,@MMarreroCruz Que pinga saben ustedes de incendio! “Evaluamos” que evaluan tú y el otro guanajo descrestao? #CubaEstadoFallido #CubaPaLaCalle #SOSCuba,1,0,1,
1585,2199,,"Hay una señora que está viendo que ingredientes usar para que sus lonches sean del color de la bandera, ni Hitler llegó a tanto",0,0,0,2199.0
506,1630,1630.0,"Y extraoficialmente me reuní con mi colega delincuente Álvaro Uribe para evaluar si hay posibilidad de dar un golpe, así sea suave.... https://t.co/PP4Rhi4aDb",0,0,0,
960,4904,4904.0,"@USixther @hugoelbuhopal @Martinminguchi Oye, sigue sigue con tus rutinas 😂😂😂😂 de striper, de pajero, gym, a nadiee importa 😂😂😂😂😂😂😂😂😂 que niño que eres 😂😂 con razón estás fracasando de semejante forma aquí 😂😂😂😂😂

En serio en serio, piensa antes de escribir...",1,1,1,
798,1046,,@HtTrejo @angelicahdezv Te volviste a ganar a mi perro del mal a pulso. https://t.co/hKPWq7TDMM,0,0,0,1046.0
1838,3365,3365.0,"que salame darwin ,no juega contra el united ahora",1,0,1,
838,2379,2379.0,@Miss_Mersa Me gusta sufrir (?)  jajajaja,0,0,0,
3837,4816,,"@CitlaHM una viajera del tiempo, más eficiente qué Madame Sazú. 

@lopezobrador_ https://t.co/anqbaFVdzO",0,0,0,4816.0
1,249,249.0,odio tomar pq con una bicha encima me transformo,0,0,0,
1387,1,1.0,"Señores medios de prensa , ya dejen de entrevistar a seudos abogados oportunistas sin principios morales y eticos y que abusan del lenguaje abogadil para reventarse cuetes como doctos y no son mas que charlatanes oportunistas. Molesta verlos y escucharlos es ofensivo.",0,0,1,
179,5195,,After office en baires los miércoles?,0,0,0,5195.0
907,5359,,@rociomag3 @hildatoredcano Aquel que  puede vender su dignidad por unas cuantas monedas...,0,0,0,5359.0
1664,4407,4407.0,@Israa_Sr_ @Fran_Lc32 Y luego fue al partido y se pasó la chorra por el campo y se la pela,1,0,1,
2546,1975,,"""Don de Gracias a la Patrona de #Cuba"", en El Fanguito: jueves 8 de septiembre, 5pm, Callejón de la Cubanía (19 y 32, #PlazadelaRevolución). 

#CubaesCultura 
#CubaEsAmor 
#CubaPorLaPaz https://t.co/ivH1RKsP2x",0,0,0,1975.0
1656,3311,3311.0,"@aaronsalomong Cual túnel rosquete??? no sueñes., Ese túnel debe estar lleno de pedos y excremento....",0,0,1,
2776,1434,,"@EstephanyRuval1 ¡Hola, Estephany! Tus comentarios nos ayudan a mejorar. Por favor, compártenos en mensaje directo más detalles sobre tu experiencia, el error que te marca, y la dirección de correo electrónico con la que ingresas. Daremos seguimiento. *Aviso de privacidad: https://t.co/F7rJKZvkw0",0,0,0,1434.0
3492,5831,,"#GATEM asegura seis maquinas traga monedas en la colonia Praderas del Sur

https://t.co/ruW1Vyx4ZC

 Los elementos tácticos manejaron la situación herméticamente para no entorpecer las labores de investigación",0,0,0,5831.0
1283,3398,,"🏥| Flores, velas, un moño negro y una bandera de México fueron colocadas en las puertas de la clínica 5 del IMSS Tula, donde la madrugada del 7 de septiembre del 2021 fallecieron 16 personas derivado del desbordamiento del río Tula en el centro del municipio

📹@janzenil https://t.co/lqI8T0PNpf",0,0,0,3398.0
3083,5733,,"@merylbarr Lamento mucho pérdida irreparable no existe ni frase ni palabra ,mi cuñado convulsiono el domingo burla ir al issste acabó comprando medicinas y estudios fuera dela deplorable institución  ser burócrata es peor que delincuente trabajan por Mexico recibiendo  trato deleznable",0,0,0,5733.0
628,751,751.0,"@Bran_Gt77 @CremasOficial A mi pela la Verga Lo q Vos 
Comentes Repollero 
Hijodemilmillonesdeputas 
Tu Puto Equipito Chico de Quinta
Me lo paso Por los Huevos 
Equipo Pitero de Verga chiquitito
Como Tu Pueblo De 5 Calles...

CHANCLETUDO CAREVERGA
jajajajaja
🤣😂",1,1,1,
2991,4426,,"Mmmm, debía ser roja para Servín... 
Uuuuurge el llamado de atención de la banca por el tema mental.",0,0,0,4426.0
1889,2292,,A ver cuándo tarda @RicardoMonrealA en hacer un video diciendo que no está de acuerdo ahora que está engallado porque impuso a su achichincle en el Senado https://t.co/Z8zNbo38CL,0,0,1,2292.0
1080,631,631.0,"¿Neta @PumasMX? Tengan dignidad y no anden haciendo el ridículo internacional… Parecen perritos en la feria pasando por su hueso de carnaza 🦴#AsquitoPumitas 

 https://t.co/xpbkIctwt1",0,0,1,
1062,3291,,La Wera tenia razón,0,0,0,3291.0
3036,1479,,"@ghitis Ahhh, ahora es culpa de Gustavo que ese lameculos tenga una familia narcotraficante?.",1,0,1,1479.0
61,145,,"Eso no es ser zurdito. Es ser un reverendo pendejo. 

Y ojo, qué hay montón de gente de “ultraderecha” con esa misma narrativa. Insisto, esas pendejadas van más allá de ideologías. https://t.co/zaf619lrrZ",1,1,1,145.0
335,5427,,"@ErikaDecruz2 Así es, vamos con todo el apoyo para con el presidente y la continuidad del MOVIMIENTO. Y que desaparezcan esos partidos llenos de parásitos ladrones.",0,0,1,5427.0
1649,2639,,"@marcos0819 @miinium_ @GxlDePaulinho Cual suerte? Se llama meter huevos y ADN madrid nunca lo olvides, ojalá los jugadores muestren lo mismo en el estadio Spotify",1,0,0,2639.0
191,1979,1979.0,"La Policía adjudicó la compra de 22 mil 500 granadas para aturdir y 22 mil 500 cartuchos de gas lacrimógeno. En las protestas de 2020 fueron utilizadas contra los manifestantes, entonces dos personas perdieron un ojo por el mal uso de estos artefactos 

https://t.co/OrcSHxZVCt",0,0,0,
1499,1968,,"@Jans_Arbor El carácter de yo-nunca-pierdo de Don Dobladón lo orillará a decir, con cualquier justificación o pretexto, que cuando Calderón lo hizo no era oportuno o que lo implementó mal; pero que ahora sí, con él, es necesario y se está haciendo bien. 🤷‍♂️Es un sinvergüenza. 💩",0,0,1,1968.0
1145,559,,Gritar eeeeeeee puto es decir aqui estamos México vamos venga chingate al rival,1,0,0,559.0
1641,3181,3181.0,OMG Ramona está trending en Twitter @ramooona777 https://t.co/ALCMiSGZQo,0,0,0,
1861,3919,,"@FanPumaOficial Que importa el puto árbitro?!
A nosotros nos interesa que 11 imbéciles jueguen con huevos, con garra...así sea Pierluigi Collina el que pite...quien sea el puto árbitro, quien sea el puto rival, salgan con huevos. Pinches pretextos pendejos ""es que el árbitro"" vayanse alv",0,0,1,3919.0
167,4687,,@Ticketmaster_Me Cada día peor servicio. Deberían de dejar de existir.,0,0,0,4687.0
470,3853,3853.0,"Los que entregaron seguridad a un. Argel, los quebastaen compra de arma mentora míe SEGOB malor os que vendieron empresas públicas q socios cómplices los que deschayotados que agreden en medios al hijo menor de  AMLO , en   Modelo PRESIDENCIALISTA ?",0,0,0,
181,5158,5158.0,No me creo una sola palabra de lo que dice este tío pero vamos que si no quieres que te tiren hate no seas un puto soplapollas https://t.co/QazAB3dy71,1,1,1,
1003,1432,,"#ElSalvador | Con 79 votos a favor, la Asamblea Legislativa aprobó un nuevo préstamo con la Agencia de Cooperación Internacional del Japón por $51.4 millones, destinados para la construcción del bypass en San Miguel. https://t.co/WziUpmkwO9",0,0,0,1432.0
1290,2438,,@martibatres @Claudiashein El porro de los ochentas mega hipócrita y cínico.,0,0,0,2438.0
2478,3564,,"4. Vini siempre ahí, partidazo del halcón, portería en 0, bueno ver a Hazard de regreso y los primeros 3 puntos de visita, quitandole el invicto de 12 partidos al Celtic
5. Preocupación por el gato pero esperemos no sea nada grave
6. El Chelsea dio pena al igual que el Leipzing",0,0,0,3564.0
1070,2940,,"@ClaudioXGG Se acabaron los tiempos de los oligarcas como tú Claudio . Por mas citas que tengas , ya estás en la basura",0,0,0,2940.0
1316,148,,@OscarPiMo Aquí en Torreón pendejo,1,0,1,148.0
1030,2608,2608.0,@xiaoven666 OPA OTRO CRIS,0,0,0,
1024,2728,,@martiriafelix @econokafka Citar ese payaso de econokafka habla mucho de la fachiza. Un maldito enano resentido.,0,0,1,2728.0
2459,369,,Por un lado quiero ser sociable y por el otro no soporto a la gente JAJAJ 😂🙄,0,0,0,369.0
60,2620,,Mira borro y ya,0,0,0,2620.0
816,5718,,"@RobertoMadrazo_ @alitomorenoc Oye delincuente corrupto, ahora dilo sin lloriquear...",0,1,1,5718.0
2108,5684,,"@_VicenteSerrano Vicente marrano, por corriente!",0,0,1,5684.0
3437,59,,Pinche examen me metió la que te valgo,1,0,0,59.0
2152,3379,,"@DJDNL7 @akasadtanas @r_aisthesis Claramente ni siquiera lees lo que comentas.
A algunas personas les hace mas falta un libro que una mancuerna o una barra.",0,0,0,3379.0
1319,59,59.0,"#DíaNacionaldelasAbejas 🐝

Te contamos la importancia de este amarillo insecto, te sorprenderá 

https://t.co/HVP9UGwkcn 

#EnfoqueNoticias | #noticias",0,0,0,
1915,15,15.0,"@OmarResendess @werevertumorro El achichincle de los niños de TIMBERS ❤
Muchi exito hermanito",0,0,1,
1554,2959,,"@lopezobrador_ lei el CV del emabjador turco, impresionante carrera diplomatica, los turcos son profesionales y no te mandaron una porqueria como la que tu les diste en esa vieja mitotera la isabel arvide, que verguenza nos haces pasar, MOJON",1,0,1,2959.0
3907,1077,,ahora sí chingó a su perro padre el semestre más ojete que he tenido🥳,1,1,1,1077.0
357,1023,1023.0,"@stjsergio @ulisesolg @FedericoMXSud @ChelitoDelgado @TitoVilla1982 Lyon,que no jugaba la Champions pero sí Recopa,bueno. El equivalente en Francia a Albacete,Espanyol,pero de que le puso un baile al Real en una de sus más ganadoras épocas(con el correoso Mourinho),lo puso,si no te acuerdas de eso quédate con tu ""sapiencia""y a mí mi ""ignorancia""",0,0,0,
318,5277,,Una q otra rola si pero alm ponen toda su perra discografía,1,0,0,5277.0
2261,1335,,"@luisghernan @fabriziomejia @lorenzocordovav Lo aprendió del huevón de AMLO, ya ve que le encanta vivir del erario y de “aportaciones”",1,0,1,1335.0
745,2815,,"@ClaudioXGG Cita a alguien desente no a un vejestorio corructo y ratero, todo mundo sabe que clase de piojo es ese Cevallos.",0,0,1,2815.0
1925,5007,5007.0,@sofutokuriiimu en qué puñetero momento ay dr4gs hasta en la sopa?,1,0,0,
2486,1054,,"@varamburucano @FacMedicinaUNAM Jaja, con nombre de perro😂😂.",0,0,0,1054.0
729,4454,4454.0,@pnxoo69 Habla bien la concha de tu hermana,1,0,0,
1124,860,,Pensé el video de unos tacos de fideo seco con crema y cilantro era de una página de comida monchosa pero es un platillo nuevo de Cuerno. La verdad no me imagino a alguien pagar cantidades pendejas de dinero por eso.,1,0,1,860.0
1007,5933,,Mañana me tengo que subir a otro pinche perro estúpido avión,1,0,1,5933.0
3465,3850,,"@JosePer92752011 @infobaeamerica Palabras vacías, de sábanas mojadas... Lo comprobante con que país de la América latina. Entonces, eres un triste tonto que cree en los sueños de otros, en lugar de hacer tu sociedad mejor.",0,0,1,3850.0
1600,4369,,"Si claro subnormal, nos debe preocupar más una conductora de una televisora privada de la encargada de la educación pública de un país ya de por sí rezagado, no veo el día que se vayan alv tú, tu patrón y todos sus 1% de capacidad 99% de estúpidez que llevo al gobierno https://t.co/XNFOy03b8U",0,0,1,4369.0
2189,5760,,"@c4jimenez @FiscaliaCDMX @FiscaliaEdomex @SS_Edomex @multimediostv Solo por eso el estado de México es el terror en seguridad, te encuentras a este delincuente con placa de padrino y que dios te guarde la hora",0,0,0,5760.0
981,2058,2058.0,"Además estoy muy esperanzada de que el concierto - paseito me sanará mucho, sólo me tengo que pelear antes con mis papás y listo 🤣",0,0,0,
3835,1577,,@EGalanGtz @ClaudioXGG Los bots tienen toda la certeza... Los mexicanos de carne y hueso ya nos quedó perfectamente claro que solo es un peligro para la gentuza como Claudito x,0,0,1,1577.0
2311,2753,,@LassoMusica @PatyCantu Que trajecito más de mariposon,0,0,1,2753.0
951,1824,1824.0,"@jrsestaca Me da chingo de pena y tristeza que tu compañero pueda seguir hablando bien de este homúnculo y replique cuál palero, que todo está a toda madre en México. Será por desmadre o risa, pero una persona con un alcance cómo la de él, no se dé cuenta del daño que también causa.",1,0,1,
145,5275,,"@_PonchoDeNigris Chinguen a su madre todos los que dicen la pendejada de que lo haga de forma anónima, esta pidiendo paro para encontrar a la persona, esos pinches quejosos que dicen eso seguramente nunca ayudan ni con 100 pesos los hijos de perra.",1,1,1,5275.0
1072,2910,,"Que mmhvo ese asesino, genocida, basura, preso es que debe estar por ilegítimo y corrupto. https://t.co/W1N48Q5uN2",1,0,1,2910.0
2956,2970,,@BBVA_Mex ya no actualices tu app ahora ya no sirven los pagos de servicio que tienes guardados !!! ##BBVA #mexico #bancamovil #shame #verguenza https://t.co/oFaIJJN7Le,0,0,0,2970.0
999,1925,,"@JesusRCuevas @GobiernoMX Y por qué el gobierno con nuestros impuestos, si eran empleados de @aguadiana ó también @lopezobrador_ era socio, eran exclusivos de @CFEmx y no hemos visto a nadie en la cárcel por ejemplo la secregata del trabajo.",0,0,0,1925.0
217,4123,4123.0,"Yo pensaba que los conductores (hombres) del metrobus eran lo peor... pero hoy me tocó venir con una doñita que es bien canijilla, les avienta la lámina bien cabrón a los autos y personas. 🤐",1,0,0,
2691,5972,,"Ya expuse y no del todo al puto hipócrita de Samuel y ahora ""mi hermana"" que por ser escritora se cree inmune. Que dicen? Quieren que les cuente el chisme de todos los que conocí personalmente? Solo los que son una patada en el culo. Al ser observadora, me encuentro con muchas cosas.",1,0,1,5972.0
1198,2997,,bro la mamá de juan dieguito le dio like a la foto en la q muestro el culo q verguenza,1,0,0,2997.0
3940,489,,@MariettoPonce @jitames ¿Así o peor? Pobre país.,0,0,0,489.0
1828,74,74.0,"@EmbajadorMiso Has notado que cuando el entrenador no es amigote de Lleida no trae buenos fichajes, es como para serruchar el piso al entrenador",0,0,0,
1690,4939,,"@PumasMX Los queremos ver ganar ya!!! Es lo único que se les pide a cambio, cada juego estamos presentes apoyándolos, ya es justo que le den una alegría a su afición.",0,0,0,4939.0
1389,81,81.0,"@WWBraveheart También a la cultura impulsada por su amiguete el guatemalteco de cuarta, en donde volvieron ídolos a los narquillos en sus narcoseries que tanto ##$@@*£% a gran parte de la población menos preparada",0,0,1,
3650,2593,,"Esta noche va tupida.

21:30 hrs. #Eclecticautomátika con una dosis de analgésico para el dolor del ser o no ser, solo por la gloriosa @nofm_radio.

23:00 hrs. va @disvoxonia con una fina selecta de cortes, tajos, spoken word, grabaciones de campo y mira… https://t.co/5LpZYsKyMA https://t.co/o6IkNxRqTR",0,0,0,2593.0
3486,535,,"@PerroUsuario AHORA SALE UN GENTIO QUIERIENDO ASUMIR EL CUIDADO  Y AL FINAL LA POBRE LA TIRAN PARA LA CALLE E VISTO CASOS, TODO ES UN INTERES, PARA ESO LA PERSONA QUE LA DEJE EN UN REFUGIO Y QUE MENSUALMENTE ASUMA LA MANUTENCION DEL PERRITO Y LOS GASTOS MEDICOS EN CASO DE ENFERMARSE",0,0,0,535.0
2673,2368,,Yo propongo que dejen de hacerse weyes y si en verdad quieren ayudar a estados y municipios denle más recursos en el Presupuesto. Ni un voto para ustedes si esto prospera. #NombreYApellidos @yoladelatorre @alitomorenoc @rubenmoreiravdz https://t.co/gFqSEoA9tL,1,0,0,2368.0
2764,4328,,No sé por qué dejé de venir a robarle su comida a Luis. Ojalá sus tías y su mamá pongan un negocio de comida para ir siempre,0,0,0,4328.0
580,4502,4502.0,Te fuiste como toda la vida con el culo rojo muerto https://t.co/2drcn74pE2,1,0,0,
1612,3372,3372.0,"@Beastbean_Draws A la verga xd, lo mismo pasa en uno en el que estoy y como todos el salón son hombres el lugar se pone un poco extraño",1,0,0,
762,2605,,@EG_wicho Mira este video de Evo siendo cogido por un negro de 3 metros 😰😰😰 https://t.co/CBxuwgagOC,0,0,0,2605.0
3715,4742,,La cosa más GATA del mundo. 🤢 https://t.co/IO1N5S3oG9,0,0,1,4742.0
3564,4637,,@labonita_sv Que mala https://t.co/vXGUhwRvmQ,0,0,0,4637.0
3696,4020,,"Qué bonito ver que ya están disponibles vacunas del CUADRO BÁSICO, tal como estaba en TODOS los sexenios anteriores, solo éstos inútiles pueden generar desabasto de tal magnitud y después pedir aplausos. https://t.co/JvRikrProA",0,0,1,4020.0
584,1351,,"@AguilaNoContext Así hubiera jugado el Bofo cuando era profesional, pinche huevón, vive de un misero titulo con Chivas en 2006, idolo de papel, siempre pecho frío desde Morelia",1,0,1,1351.0
2532,3863,,El hombre era Haaland pero por huevos había que ir a por el tonto francés,1,0,1,3863.0
1015,3820,3820.0,"Seguimos pidiendo la cárcel para el asqueroso juez que se robo la casa de don Arturo en Nezahualcóyotl: #JuzgadoPrimeroFamiliar

#TodosSomosDonArturo 
#RedAMLO 
#AMLOLujoDePresidente https://t.co/HhgX1BhhJb",0,0,1,
1055,5893,,"@PonchoGutz ¿Cuál llave?

Eres un engendro concebido en la digestión de tu ramera madre, pero en esta ocasión tienes razón.",0,0,1,5893.0
1507,1054,1054.0,@itsjisooyaaa @jsmyweakness 😂😂 buscarse cualquier cuartucho también.,0,0,0,
1535,4106,,mordiéndome la lengua para ya no opinar nunca en clase,0,0,0,4106.0
1101,4369,4369.0,"@REFM79 @GacConservadora @JAX_MASTERS @ElGeektor @chingomex En “El Laberinto de la Soledad” se plantea la posible raíz en el vocablo “tzincon”, que significa “en el ano”. Sin embargo, la palabra “chingar” ya existía en el español en la Península antes de la Conquista, por lo que su origen no es indígena. Así que 🤷🏻‍♀️",1,0,0,
1381,3995,,@letroblesrosa @senadomexicano Ya basta de estar manteniendo inútiles y huevones,1,0,1,3995.0
456,2359,2359.0,"@JorgeZa37039101 @edperonosheeran Ese es un lamebotas, medicucho d pacotilla. Tranquilo, nosotros seguimos. Un abrazo.",0,0,1,
891,3889,3889.0,@JCFloriant @0411gloriap Si es un descache de argumento pero le sobra lo de imbecil,0,0,1,
1218,2891,2891.0,"@DaleAzulyOro Este petardo no se porque lo alaban tanto si es un pendejo, es increíble que siga siendo titular.",1,0,1,
3364,5593,,@GlodeJo07 Pues ya lo ves inútil es de sabios cambiar de opinión jajajaja,0,0,0,5593.0
666,3926,3926.0,"@SinLinea_Mx Sii, que le quiten el fuero, a este súper ratero,, y que lo auditen por enrequicimiento ILÍCITO.. vaya hasta qué hicieron la ley,, para este mamarracho y fantoche saqueador y súper hampon🐀🐀🐀🐀 que caiga todo el peso de la ley..",0,1,1,
750,207,207.0,"Si estás interesado en un seguimiento, apoyo y asesoramiento educativo durante el curso escolar, ya puedes apuntarte a los 📚 Cursos #refuerzo #escolar y #técnicas de #estudio para #Primaria #Eso #Bachiller. Inscripción, horarios y precios en la web 🌐https://t.co/CV4hvbwFya https://t.co/70UZmYWtqh",0,0,0,
1005,401,,@loquillosalv @Leandro_MDiaz1 No Cabe Duda que este País rebalsa de Gente de Mal Corazón nuestra Raza es lo más 💩💩💩💩💩💩💩que existe,0,0,0,401.0
1156,2380,,EL PELIGROSO SOCIALISMO QUE QUIEREN REVIVIR EN EL MUNDO Y EN MEXICO......AGUAS...¡ https://t.co/ktb9U6qdIF,0,0,0,2380.0
1549,4842,4842.0,"@TabascoJavier Que hipocresía la tuya servidor trunco, están derribando millones de árboles por el capricho de tu picador el anciano meado de Palacio Nacional, que algo le diste para que te diera ese trabajo sin tener ni la prepa.",1,1,1,
1370,5792,,@Faitelson_ESPN Claro que no es invencible algún día tiene que perder pero mientras traga te tus palabras de ardido,0,0,1,5792.0
180,1437,1437.0,@ChairosMemes Don Porfis era un oaxaqueño que se sentía franchute.,0,0,0,
3301,748,,"@ivansab76 @FlacaExplosiva Eso denota que sos ignorante, no sabes leer, no sabes analizar… y solo bebiste a opinar mierdas… y para que entiendas más animal de mierda, los datos se los pedí a la otra pendeja!",1,1,1,748.0
835,1283,1283.0,"MC (@MovCiudadanoMX), hasta el momento, sigue siendo un esquirol, un palero que da legitimidad al régimen de Morena. Algo así como el PARM o el PT con el PRI, en su momento. Ojalá eso cambie, la decisión es exclusivamente del dueño y señor de esa franquicia: @DanteDelgado.",0,0,0,
2574,3612,,"@oriliciosa Tiene cara de peruano, y mongólico dandole likes al otro mongólico que dijo vainas de mi cara.",0,0,1,3612.0
3118,1311,,@PedroFerriz Ah que don Pedro chayotes cada ves más viejo y p3nd3jo. Y el hijo joto  esta peor 🤣🤣🤣,1,1,1,1311.0
300,4645,,No me imagino cómo recibiría una mala noticia.  Por eso la empatía para todas las personas que les han diagnosticado cancer más de una vez. Es algo realmente triste 😞,0,0,0,4645.0
295,5594,,"Mientes inútil Claudio X, ahí no hay ningún GGL y mucho menos el carnicero de Michoacán. https://t.co/fmKb2HsbgU",0,0,0,5594.0
538,4766,,"Yo yendo a revisar que fue la cosa obscura y alta que salió corriendo por la cocina, porque miedo solo a los vivos...",0,0,0,4766.0
2300,3093,,"@LaMaravillosita @EmisorasUnidas Ese tic tac es también para las autoridades, para que no vayan a permitir que también este hdp huya",1,0,1,3093.0
1052,1957,,"Se logró el objetivo! Muchas gracias por su confianza y apoyo. 
Un gusto poder sumar esfuerzos para beneficiar a muchas mujeres en situación de cárcel. @MTVidasVeracruz @kariluh @MaricarmenRizo @Dora_Talamante @musayo https://t.co/fCok3INtAo",0,0,0,1957.0
2124,4949,,"@michangoonga Pues al parecer el único negocio lucrativo en Michoacán, para darse esos caprichos es el de las funerarias, pues si está mamalona",1,0,0,4949.0
2330,1308,,"Hijo de toda su madre, ¿que andara haciendo mi futura esposa?  pa decirle que ya quiero una hija. https://t.co/B2NzLreckZ",0,0,0,1308.0
3119,3098,,Nos roban aire tipos como este HDP. https://t.co/kzu4pZYw1Y,1,0,1,3098.0
1886,563,,En México decir puto es como decir wey o cabron... que traes puto que onda puto etc,1,0,0,563.0
769,2306,2306.0,@marmota_365 Hola marmota !,0,0,0,
1343,191,,"todos los días estaba sedada, no sé cómo acabé la prepa, soy una imbécil ahora",0,0,1,191.0
1465,2184,2184.0,@AliceArevalo___ Vieja ridícula la mamplora sos vos osicuda opocicion bajera corrupta i ladrones moyeras sumidas,0,0,1,
3239,3424,,@luireed @HectorAtarrabia ¿y quien impulso y aplico la Prisión preventiva? a webo CALDERON su mero padre mascotas,1,0,1,3424.0
2582,2578,,"@jotajordi13 @LaLiga Mira payaso , el juego hoy tambien fue robo ?",0,0,1,2578.0
2326,2077,,"Se reveló que el lanzamiento de los paquetes Blu-ray &amp; DVD de la segunda temporada del anime ""Classroom of the Elite (Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e)"" será retrasado un par de meses, debido a ""motivos de producción"".
#you_zitsu #よう実 #よう実２ #Anime. https://t.co/lYSwK0cLuZ",0,0,0,2077.0
