,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
4703,4703.0,@epigmenioibarra @Radio_Formula @CiroGomezL Que eres un lameculos,1,0,0,
3084,3084.0,"@sotohoracio91 @AlanAdameMX @lopezobrador_ @ferbelaunzaran @SBASANEZ @SocCivilMx @Garcimonero @MElenaPerezJaen @LillyTellez @JJDiazMachuca @JPAlvarezGuedea @napoleon_mex Si ignoras que la ""cúpula intelectual"" de este gobierno está compuesta de aduladores al régimen populista y de discípulos comunistoides (Marx Arriaga, Taibo 2, José Hernández, et al), es lógico que no compres lo de la ideologización… cada quien sus limitantes.",0,0,0,
4666,,"@Claudiashein A como chingan, deberían de haber dejado a Colon ahí, pinches retrógrados.",1,0,1,4666.0
655,,@izzi_mx tienes un servicio de logista terrible!!! Por eso pierden clientes!!!!,0,0,0,655.0
4301,4301.0,"¡Concord embellece tu casa!🥰 Decora cada rincón de tu hogar con nuestra Almohada Fina Estampada✨ 

Encuentra tu favorita👉 https://t.co/9bBhztExbg
Compra vía WhatsApp📲 https://t.co/CRql2U2vge

#TodosSomosConcord #TemporadaDeRebajas https://t.co/ASF7DQBLDD",0,0,0,
1840,1840.0,@sonate_bleu 14 dias de vacaciones? Semana laboral de 40 horas? Huevón!,1,0,1,
3008,,@pedroferriz3 No se que me ofende más si las faltas de ortografía o la falta de cerebro pero en fin que se le puede pedir a un país de 4ta,0,0,1,3008.0
4888,4888.0,LA MINGA LA MINGA LA MINGA,1,0,0,
5036,5036.0,Hasta putañero salió el Barto https://t.co/CjMjgyZMkM,1,0,0,
475,475.0,"Con seguridad, si tuviera la oportunidad de encerrarme en mi casa a solas ordearía mi biblioteca para recorrer sus hojas y redescubrir mis propósitos. Sola, con un termo con café y una cajetilla de Delicados. https://t.co/kcoktaH2S4",0,0,0,
2578,,"@jotajordi13 @LaLiga Mira payaso , el juego hoy tambien fue robo ?",0,0,1,2578.0
3561,,"@LordOfConservas @fabflan @ClaudioXGG Ja Ja Ja.

Las noticias de pejelandia.

Ja Ja Ja..

A mí me haces los mandados bot de 4ta

Ja Ja Ja Ja

Y ya deja de jalartela gato de López Obrador.",0,0,1,3561.0
5948,,@quillobarrios Creo que solo pensó en darle a Benzema la tranquilidad de saber que nadie le pelearia el lugar algo estúpido pienso yo xq benzema esta acostumbrado a siempre pelear su incursión en el 11 pero bueno creo que floper se equivoco y muy feo,0,0,0,5948.0
15,,PINCHÉ DAYANA PORQUE NO ME DIJISTE DE LAS MALAS VIBES @dayanabecu,1,0,0,15.0
2752,2752.0,@ChumelTorres Más Papista que el Papa’nn,0,0,0,
2481,2481.0,Nomás andan antojando los churros de El Moro...,0,0,0,
1512,1512.0,Pinché ataque de ansiedad que gacho lo sentí! 😵‍💫,1,0,0,
4367,4367.0,@Usuario87111 @Unkbron1 @mmiguelhernand1 @LAMERAVENA_13 @DoritosNachos17 @DominioPblico3 @Alberto35097057 @UnCIAKilo @MiguelA47559320 @AntonioSrt1995 @Calvarie_Locus @narcoguerramx En juan aldama desde junio 2020 los mandaron a chingar a su madre a las 4 letras por metiches ahorita avientan uno que otro rezagado que quedo de los zetas arrepentidos y la gente bien tranquila como nunca antes...,1,1,0,
897,897.0,@papel_chungo Control y represión en eso radica,0,0,0,
3578,3578.0,Crónicas de mi país tercermundista. https://t.co/swy3lPp0wC,0,0,0,
5092,5092.0,"Tranquilo nosotros.. para los que les gusta el puterío cierren el orto. 
Todos juntos Nacional 💪 https://t.co/f8ZOfKn0O1",1,0,0,
3061,3061.0,"@ZomVick Es austeridad franciscana...solo aplica al populacho, la familia real no se toca https://t.co/EVFlqfDf1k",0,0,0,
1241,1241.0,@FansDeMiyagi @chekozaun Pues ya te tardaste. Empieza a contar chistes de escuincle de primaria o adopta un acento más ñero y enseña las shishes o déjate una barba de pordiosero o que tu compa Checo te ponga un buen parche…en un ojo. Y verás que de volada llega esa beca,0,0,0,
4241,,"No mames, en la época de Villalpando, Cherokee, ahí si se ponían unas briagas y la neta no hay pez.

Me tocó ver a jugadores de Lobos con el uniforme en el antro después de un juego 😂.

Que vaya y se empede si quiere, la exigencia es en la cancha y listo. https://t.co/qo43kyGWth",1,0,0,4241.0
2243,,"@TheBadHeartMex @catrina_nortena Ya aburrió con eso la Vieja loca, parece de las ex novias tóxicas de Twitter que no dejan al otro mamarracho infiel en paz ...",0,0,1,2243.0
3732,3732.0,"@AreliPaz @TorrucoTurismo Tan diferentes ellos, tan austeros y sencillos.

Y aparte guapos, vean la belleza de Sta mujer, sobre todo la que sale por la trompa",0,0,0,
831,831.0,"@Hans2412 No es mentira pero se exagera, ¿no es así Hans?",0,0,0,
4429,4429.0,@PRexitBook @A_velez_ramos @JeffreyRodz2024 Y no entiendo por qué dices pobreza extrema. Si nunca hubiésemos sido parte de USA aquí lo que hubieses es un puto cojon de bohios y aldeas. Aquí en Puerto Rico se vive mejor que en cualquiera de todos los países de latino américa,1,0,0,
3787,,"@lopezdoriga @CitlaHM @DeniseDresserG @letroblesrosa Nombre, ahora que come con manteca. (Como decimos acá en mi pueblo), se le chingan los timpanos.
El que nunca a tenido y llega a tener, loquito y fino de aparador se quiere volver.
Pero no sabe que la mona aunque se vista de seda, mona se queda.
Ella es un vil porro.",1,0,1,3787.0
485,485.0,"En México, como en muchas partes del mundo, existen periodistas a sueldo que manipula, tergiversan y falsean la información con el propósito de enajenar a la población. Ese periodismo está asociado regularmente con políticos de la peor calaña. 
Aquí una buena ilustración. https://t.co/oVo2Qb8yEm",0,0,0,
3813,,@SergioSarmiento Típica respuesta echando culpa por otros. Y el chairo que es tonto e ingenuo se lo cree,0,0,1,3813.0
4660,,"@medinafut a pesar de que no recibió el mejor de los tratos, sobre de parte de Koeman, que sin más lo relegó al banco de suplentes. Lo de hoy fué un gesto loable, Gracias por todo Crack!, otros deberían seguir su ejemplo y dar un paso la costado.",0,0,0,4660.0
3558,3558.0,"@lopezjairoa Me he quedado pensando en lo de la ""tautología"" de ayer y lo apropiado que puede ser o no usar los adjetivos de ""independiente"" e incluso ""autónomo"" junto a ""periodista"". En especial si se está tratando de definirlo como una caracterización o algo instrínseco.",0,0,0,
23,23.0,Excelente más merecía el achichintle! Jajajaja 😂😂😂 https://t.co/PVIPFxhY3V,0,0,1,
2441,,"#Espectáculos | Estos son los motivos por los cuales el reconocido actor, Ben Affleck, se ve muy cansado y triste. 

Te contamos los detalles 👇 https://t.co/NVkWlGCLlk",0,0,0,2441.0
1358,,@VicenteFoxQue Y no ser rara y huevon como fox,1,0,1,1358.0
4073,,"*En clase, haciendo un trabajo en grupo* 
Estudiante 1: Miss, ¿quiere escuchar mi canción favorita?
Yo: aabeeer.
E1: *Procede a poner ""La Chona""*
Yo: 💃🏽
Estudiante 2: nombree, ¿Cuál es tu favorita, en serio? 🤣
E1: ¿como que La Chona no puede ser mi fav en serio? 😠
Yo: c armó 😱",0,0,0,4073.0
2357,2357.0,@edperonosheeran Entonces vete tú. No entras dentro d las mentes inteligentes. Medicucho d pacotilla jjjjj.,0,0,1,
5472,,"Podrán decir mil y una cosa en su defensa, pero lo que nunca podrán hacer es borrar su condición de ladrones, vividores y sinverguenzas, a menos a mi, como ciudadano contribuyente de este pais NINGUN HIJO DE PUTA de UDS. me a dado de comer, partida de malandros mal paridos. https://t.co/QK9ab20KXV",1,1,1,5472.0
4315,4315.0,UN TRUENO + UN RELÁMPAGO EN SAI 🏝️ =  4TRUENOS Y 5RELAMPAGOS JUNTOS EN CERETÉ.,0,0,0,
4647,,@dandaguer @AlexMValencia Pues que mala canción,0,0,0,4647.0
2293,,"@fisgonmonero @FelipeCalderon @CarlosLoret Pues ahora sí le dieron la razón al Borolas, por lo general los jefes no le andan reportando al achichincle, por eso no sabía nada según",0,0,1,2293.0
3830,,Un día verás que este tonto de poco se olvida.,0,0,0,3830.0
5965,,No hay gente más hipócrita que la morra que me caga pero ni me quejo por qué más hipócrita yo 🫣,0,0,1,5965.0
267,267.0,@anthony38270310 @LucasD2020 Concuerdo. El venezolano promedio como siempre jalandole bolas a cualquier bicho con placa y uniforme.,1,0,0,
4671,4671.0,"@pasanospoco @UnMateinCabreao Hostia, qué vergüenza! Y qué pinta Vallina ahí?
El uso de la mujer como adorno, pa paisanos, encaja perfectamente con Canteli y compañía. Están dejando a la ciudad a la altura de la mierda.",1,0,0,
3186,,"@DTaibo @jefeluz ok entonces sigue defendiendo al narco, bye",0,0,0,3186.0
4670,4670.0,"Ok pero Jennifer va a venir de USA a verme por mi cumpleaños, ¿cómo vergas me voy a andar conformando con el mínimo esfuerzo de los pelados? Mis amigas son la hostia 💜✨",1,0,0,
468,468.0,no hay suficientes cigarros en la cajetilla,0,0,0,
2337,,"Extraño a mis amigos 
Los de la nueva escuela no me quieren ni hablar",0,0,0,2337.0
202,202.0,"@3c0Mask @mariaearroyave @lukinmms @elpais_america En mi entorno si, incluso es frecuente ver a adolecentes embarazada como una vecina que tengo a lado qué iba en bachiller y otra conocida que dejó el bachillerato para cuidar a su bebé, en mi país es algo frecuente ver noticias relacionado a lo que dije.",0,0,0,
4905,4905.0,(nada pajero) https://t.co/gcfVmCrxiC,1,0,0,
5614,,@maro_sanz @Ax_GO28 @CruzAzul -un mediocre conformista que sentocsnviendo fotos de #Cata y #Baca,0,0,1,5614.0
4446,4446.0,"@DAZN_ES @RCCelta @LaLiga @aspas10 Hubiera sido cojonudo ver el primer gol, si arreglarais el puto problema con las suscripciones, tanto DAZN Total y tanta ostia, me dice que ya estoy suscrito, pero me sale el puto candado...
Eso si, los 24 eureles me los cobrasteis a la primera... @DAZN_ES",1,0,0,
1981,,"ya estoy harta que en mi fyp me salgan TikToks del té de Don't Worry Darling, no me interesaaaaaaaaa",0,0,0,1981.0
3005,3005.0,@QuendalAF YA SE EN BARRIO PITUCO TA RE CARO CUESTA UN PULMON,1,0,0,
5346,,@Casadas9 Pero q buena vieja realmente deliciosa mujer y q suculenta panochita tiene,1,0,0,5346.0
1519,1519.0,"@RicardoMeb @rosaicela_ @lopezobrador_ Se la parten gacho esos de la guardia nacional, verdad? Cuánto nos cuesta cada uno?",0,0,0,
2767,2767.0,"@carlosclavijo22 Podría escribir tanto sobre esto que solo voy a decir ""patata"".",0,0,0,
491,,Confié y me quedé pobre 🤡 https://t.co/TY58vf3xTG,0,0,0,491.0
2568,2568.0,@horadlanovela @tlnovelastv Novelón,0,0,0,
5092,,"A pues hay te va la libertad de expresion version Salvadoreña, nos valen Verga ustedes y sus falsos derechos humanos, Pen dejo vividor y te lo dice todo El Salvador https://t.co/0kxdl7YFhW",1,0,1,5092.0
4826,4826.0,"Otra más que mea fuera del perol.
Cuál agradecer nada...
Ese pago, es un mandato por ley al PUEBLO TRABAJADOR.

Hasta cuándo seguirán con su jaladera... Está tipa debería de RENUNCIAR.
Más falsa y muere. https://t.co/WAgCtbOo0m",0,0,0,
3738,,@joseantoniokast Cállate ridiculo,0,1,1,3738.0
3672,3672.0,"Cabron me tienen hasta la tranca ya con la resingueta de los apagones, abajo el comunismo e'pinga este y que se mueran pa la pinga todos los singaos que gobiernan esta pinga...",1,0,0,
3991,3991.0,@elpela99 @tinchobjr @tomasmedinaaa @LBDT14_cariver @PolloVignolo Son pasillos PELOTUDO,1,0,0,
5401,,"@Luisito43986981 @lopezobrador_ ¿Dignidad?.

No sabe que es eso.",0,0,0,5401.0
5468,,"@tacticayseggt Es muy muy fácil que les lleguen ladrones o sicarios por la espalda y los maten sin ningún tipo de oposición 🤦🏻🤦🏻🤦🏻 es muy peligroso para ellos y la supuesta persona que están ""protegiendo"". Conclusión personas sin ningún tipo de entrenamiento ni sentido común siquiera.",0,0,0,5468.0
287,,"#EntérateTH🗣️| Habitante de #Macuspana le gana demanda a la Empresa Productiva por explotar su predio por 21 años.
https://t.co/UOijUhT01Z",0,0,0,287.0
3611,3611.0,@_gabonavarro iguanas y sobre todo como se atreve este tipejo a dar su opinión que nadie le pidió la verdad vergüenza debería de darle el desm... que han hecho en el plano de la salud.,1,0,1,
5584,,Ptm trabajar en una oficina ya me hizo totalmente inútil sin un mouse,1,0,0,5584.0
1947,,"@jarp_2020 Bueno lo único que nos queda es que sufra de violaciones masivas en la cárcel por mucho tiempo , pero seguro no durará tanto.",0,0,0,1947.0
4432,4432.0,quieren joder a to’ cojon😂🤦🏻‍♀️,1,0,0,
5044,,@Fredo_Galvez Por ese tipo de cosas es Perfecto para el Madrid,0,0,0,5044.0
1262,1262.0,@SkreamMachine @Echarrasqueado @El_Espantajo_ @luminiux @WeweMilus @Jennisopsia @elchaqueta @elnef Con Santa Claus? o con Soriana?,0,0,0,
368,368.0,@rolix12101 El que por su gusto es buey...,0,0,1,
5000,,"@AlejandroSanz La mejor canción del mundo mundial, ❤❤❤❤❤",0,0,0,5000.0
2423,2423.0,"Dejarse de meter en la vida sexual ajena es lo mejor que puede hacer cualquier mojigato, Adolfo. https://t.co/YgaplErnYV",0,0,0,
777,,"@JesusMartinMx @lopezobrador_ @m_ebrard Ser improvisado, no capacitado e ignorante ya debería ser una condición para aspirar a un puesto público, el mierdero de López pone a cualquier pendejo como funcionario... hasta cuando??",1,1,1,777.0
1411,1411.0,"@LupillaKim @BELLA_PAU En todas las flores ese es el riesgo. 
No te mueres ni te pasa nada por tener un floripondio en el jardín 🙂
Y yo si las sigo oliendo directamente me fijo no tragarme un bicho obviamente pero bueno esa soy yo, ustedes no lo hagan. 😎",0,0,0,
2205,2205.0,"@FulanaGT En total serán cuatro manga larga entonces, que difícil tener que escoger cuando uno quiere todas!  🥲",0,0,0,
3035,3035.0,@RicardoBSalinas Se ve muy dolido e infeliz señor pobretón.,0,0,1,
1817,1817.0,"@JOSVENADO @LillyTellez @RicardoAlemanMx Tlacuache HDP, baiandrón como pocos, ¡un homúnculo patético nomás!",1,0,1,
733,733.0,De nuevo puse la chancleta que indignó tanto a gachilandia hace unos años 💅🏼,0,0,0,
2697,,@fjmejia100 jajajajajaj mi enano y Argentina se van a encangar de que pierda tu fam mi bro 🤭,0,0,0,2697.0
2732,2732.0,"🔥Smart TV Daewoo DAW40R de 40'' con Roku📺

👉Precio reguar: $6,999
👉Precio con descuento: $4,373 pagando con Paypal (38% de descuento)

https://t.co/wRgRiF1IPP https://t.co/MJ6rAzlgDj",0,0,0,
5682,,"@hdemauleon Pinche marrano alcohólico, ya te encontraré",0,0,1,5682.0
237,,"@HLGatell @HLGatell  estás imbécil la pandemia por COVID terminó el 8 de mayo de 2020  según @lopezobrador_    y el 99% ya está vacunado y no necesita ninguna acción por parte del @GobiernoMX  ya que comprar vacunas solo hace ricos a los farmacéuticos 
Los muertos son exageraciones",0,0,1,237.0
5630,,@JaviBoss10 @CarlitosPU1 @apikeinflanders @edperonosheeran Jjjjjjjj A quien mejor q rezarle a él. No t alteres raperito mediocre. Jjjj,0,0,1,5630.0
3662,,Asco de tipejo! https://t.co/TcZBgaBsUP,0,0,1,3662.0
5351,,"@leoncsm @SauloLbuen Y estará buenísimo para payaso, que te compren esos datos. Pero para mi no me sirven. Es información vieja.",0,0,1,5351.0
5915,,Esto es políticamente estupido. De verdad que la oposicion no entiende lo que hace. https://t.co/0crhogj3ub,0,0,1,5915.0
3583,,@ElFamosoJay @CruzAzul Jajajaja 🤡🤡🤡 los directivos,0,0,0,3583.0
3099,,Hdp que calor,1,0,0,3099.0
2340,2340.0,@slava__bobrov Es como trapear con el mechudo https://t.co/f1Uy0mn2eC,0,0,0,
4368,,@Andres_Vaca_ Ya saber que no estará el subnormal de paco villa ya es noche redonda ... suerte @Andres_Vaca_ que sea buena transmisión y narración,0,0,1,4368.0
3079,3079.0,"Adquiere tu ejemplar firmado de #PosverdadPopulismoPandemia 🙉🙈🙊 , de Raúl Trejo Delarbre (@ciberfan), sólo en nuestra tienda en línea 🤩 

👉🏼https://t.co/NFzjjbIwv2 https://t.co/nCJhmn16ma",0,0,0,
4717,4717.0,@itdeterror Y hasta en nuestra lengua materna hay que acabar con eso,0,0,0,
2459,2459.0,Lo peor de las épocas de lanzamiento de un nuevo juego de Pokémon es que muchos los grupos de videojuegos se vuelven monotema. Parece que no hablan de otra cosa mas que para quejarse malamente de los juegos y hacer críticas sin sentido.,0,0,0,
3311,,@EdgarRomoGDL @Televisa @LigaBBVAMX @MLSes Estas bien idiota!,0,0,1,3311.0
1298,1298.0,"Hace 35 años nació en la ciudad de Toluca el #MuseoDeNumismática, recientemente cambio su sede al #CentroCulturalMexiquense. Araceli Ventura, nos, da a conocer las actividades de este festejo, que iniciarán a partir del 28 de agosto. #CulturaEnUnClick 👏🏽👏🏽
https://t.co/HnoSTvliyw https://t.co/wWcXUlepwj",0,0,0,
1361,,"Mi abuelo cursó hasta 3ro de primaria y le dio carrera universitaria a sus 4 hijos. Mi padre le chingo añísimos hasta que sus negocios rindieron frutos para darle lo mejor a sus 2 hijos. Ahora me dicen ""privilegiado""? S'ALAVERGA. Privilegiado por no tener un padre huevon, maybe.",1,0,1,1361.0
1017,,@NicheLuna Lo he llorado!! Todo me es asqueroso 😭😭,0,0,0,1017.0
2274,,"@CarlosLoret @latinus_us Tú cara de mustio nadie te la compra @CarlosLoret 🤡😂😂
Por cierto, dile a tu achichincle, el payasito sin webos, que por qué me bloqueó? 🤣🤣🤣🤣🤣 https://t.co/XRhCRPLX9N",0,0,1,2274.0
85,,Seguiré recalcando que mi interés es la peor mierda que existe🥲,1,0,0,85.0
4899,4899.0,@gabbioviedo Sin paja esa doña mentirosa,0,0,0,
5449,,"@laoctavadigital @PaolaSaeb @AlessandraRdlv @DeniseDresserG @GN_MEXICO_ Estás mujeres son unas miserables, el pueblo en su mayoría quiere lo que AMLO decidió hacer con la GN, se trata de democracia, asuman y dejen de chingar, nos tragamos los gobiernos neoliberales, corruptos y ladrones por qué la mayoría voto por ellos, ahora acepten ladrones.",1,0,1,5449.0
832,,Quiero un iced coffee y una galleta ptm :( Que miserable es la vida sin comida rica.,0,0,0,832.0
5493,,@Actv_Caracas @NikitaAzzi @silvia_allenb @Vp_trabajadores @carajo_cual @antonioteran19 @movimientosvpa @ACamposVPValera @Sharo1412 @hernantorres34 1ra opción: Las protestas entre las opciones para decirle al Usurpador de funciones Nicolás Maduro Moros q Venezuela no se arrodilla ni adoctrina x una Bolsa de harinas vencidas con gusanos y ratones. ...Maduro ladrón t sale TOCORON.. @EleccionesLibresYa https://t.co/oMSjEqApiL,0,0,0,5493.0
1082,1082.0,"@Vigo75bulldog esto es el culebrón del verano, como el monstruo del lago Ness",0,0,0,
976,,"Ah qué pinche Urraca petirroja !!! Como si el Senado fuera tuyo...mejor vete con tu asqueroso Brozo, ése sí, es inmunda mente tuyo...!!! https://t.co/A9Xc4big7w",0,1,1,976.0
2184,2184.0,@AliceArevalo___ Vieja ridícula la mamplora sos vos osicuda opocicion bajera corrupta i ladrones moyeras sumidas,0,0,1,
4240,4240.0,@CremasOficial @Diriangen_FC @Concacaf En su casa el mas grande de Nicaragua les dio verga albo cagon  no existis,1,0,0,
1024,1024.0,"@mwepu_ilunga Un impresentable. Se ha creído el dueño del cotarro cargándose a RDT y no va a llegar a octubre, con suerte.",0,0,0,
3068,3068.0,@RAU1948 Saben que al populacho lo que le gusta es la mierda,1,0,1,
735,,@Marcela_Feraud Aprende a redactar primero ignorante,0,1,1,735.0
2371,,"@_elfaro_ Son dos delitos diferentes no te hagas el faro 
Están defendiendo a un misogeno no me extraña ustedes protegen a violadores de mujeres a apologetas del crimen como brayan avelar y quieren que por guevos se turesa la ley",1,0,1,2371.0
5981,,@Pajaropolitico @lopezobrador_ Hipócrita despreciable,0,0,1,5981.0
324,324.0,"@PoncePichardo @JorgeRoHe Y porque no hablamos de todos los permisos que otorgó MORENA en Azcapotzalco, ahí muchas industrias que se volvieron departamentos en la administración de MORENA, te invito a realizar un recorrido....Todos son una bola de corruptos",0,0,1,
5067,,Mi foto del INE es tipo: https://t.co/DYLRx36j85,0,0,0,5067.0
3918,3918.0,"@elizabethcr48 @e_dithrodriguez @MariaFdaCabal Esto si es mucho triple H.P., escondido tras perfil falso ..... malnacido!!",0,1,1,
4419,,Por salud mental esta semana me limitaré a no ver insta stories,0,0,0,4419.0
3545,,"@tilin2001 Si una simple foto sirve para fincar culpas en alguien, entonces #Don Pendejo es gato del CDS. https://t.co/pMxtYrFlaE",0,0,1,3545.0
5244,,@valencia_chanel YO MASSSS PERRA MADRE,1,0,0,5244.0
987,,@JuanyKerr @QuiqueRabioso @rodamaleh Asqueroso. Así de corta.,0,1,1,987.0
5443,,"El monto robado fue de 18 millones de pesos 😨💸
Los ladrones se llevaron joyería fina, dinero y otros artículos de valor en #SanPedroCholula 💍 |#Puebla @SSC_Pue  
https://t.co/RUHESYdN6Y",0,0,0,5443.0
5451,,Cae pareja de ladrones de casa-habitación tras robar cajas fuertes y joyas de un abuelito – Vecinos Informados https://t.co/AIcvuvHjTt,0,0,0,5451.0
6021,,@_VicenteSerrano Ya callate  palero,1,1,0,6021.0
1168,1168.0,"@iveeeeeeeeth Del cielo cayó un enano
Con dos pies y una mano
Cómo quieres que te quiera
Si al que quiero es a tu hermano",0,0,0,
820,820.0,"@RogeMR No seas chismoso, si no te recuerda twitter tu ni en cuenta",0,0,0,
3397,3397.0,En mi casa tan haciendo un sancocho a esta hora que Dios nos ampare.,0,0,0,
5358,,"@LillyTellez Lilly estamos con usted!
#Dignidad
#RespetoalasMUJERES 
#LillyeresVALIENTE",0,0,0,5358.0
2112,,"🇬🇧 ¿Qué hará Boris? Las opciones de Johnson tras salir del Gabinete británico. El otrora primer ministro británico, Boris Johnson, es un verdadero experto en muchos oficios. Trabajó en la consultoría empresarial, en los medios de comunicación y ocupó cargos. https://t.co/iM2jnt3loK",0,0,0,2112.0
2393,,@Marchesssssssa Y las mujeres diciendo que septiembre sin paja ... Lol lo que hay es que dedicarte una yaaaa... Puedo?,0,0,0,2393.0
812,,"@HernanGomezB @CitlaHM @senadomexicano @HernanGomezB yo vi otra película, cuándo serán responsables de la verdad y no tergiversar..cómo te educaron  ?pienso a bases de mentiras y aparte crearlas, miserable",0,1,1,812.0
4839,,@AdrianLebaron @enriquerusque @lopezobrador_ Jamás reconocerá eso el señor @lopezobrador_  por que será?,0,0,0,4839.0
2039,2039.0,"La vida es una lenteja, o la come o la deja.",0,0,0,
974,,"El pollo no se lava, se TIRA, es asqueroso. 🤢",0,0,0,974.0
2447,2447.0,"@_ryo_hermoso Que tendrá que ocurrir para que todos esos seguidores de mentes pequeñas entiendan que se seguir este nefasto gobierno las consecuencias serán catastróficas para todos , porque este monigote sólo tardó 3 años en darse cuanta.",0,0,0,
4903,,"@PonchoGutz Aaaaa la respuesta más sencilla, el único que es clasista es tu patrón el se a dedicado a marcar el tema de que sus chairos son pobres e ignorantes,  y de ahí hay quienes no lo apoyan les dice fifis y adinerados,  entonces quien marca el clasismo jajajaaj",0,0,0,4903.0
4553,4553.0,"Solo para emputarse trabaja uno, 0 extrellas No Recomiendo Trabajar.",1,0,0,
1245,1245.0,"@ferbelaunzaran @lopezobrador_ No aportas nada, propón algo!! Y si son buenas ideas te apoyo, pero pareces escuincle llorando por todo!!",0,0,0,
343,343.0,@DianaCM64 Los camarones es una bomba de colesterol,0,0,0,
3946,3946.0,@EPMartinez_sv @AlexiaRivasG1 A quien gran putas perfila a esta mierda parlante como oposición nambe si este cerote faltó de atención está el rechimado pena da este imbécil chacalote de mamon,1,1,1,
1185,1185.0,@salidarvuelta Hay que enchufar a otros 200 funcionarios. ¡Necesitamos votos!,0,0,0,
595,595.0,"Somos un país con muchos problemas y cosas a mejorar, pero estamos avanzando más que nunca en derechos sociales , labores y humanos.
Progresamos y queda mucho aún por hacer.
Por favor no volvamos a la carcunda reaccionaria de PP y demás partidillos ultras.",0,0,0,
1735,1735.0,@HEB_mexico Quiero aclarar que mis hermanos y yo nos hicimos #rayados por eleccion nuestra ya que mi papá (camisa guinda) le va al cruz azul pero desde pequeños nos inculco deporte y nos dio a elegir al equipo que quisieramos y desde chicos aunque su equipo es otro nos lleva a los estadios https://t.co/RraMi5IKic,0,0,0,
494,494.0,"Que ganas de estar en la playa junto a ti,  en un camastro disfrutando la puesta de sol, pero así sin la puesta de sol y sin ti, el puro camastro y la playa.",0,0,0,
5299,,Mi vieja siempre la mejor 😩💕 https://t.co/z7smElKw2Y,0,0,0,5299.0
3044,3044.0,@JerrxG13 No es un polizonte: es un panocho🤣,0,0,0,
4704,,"@AntxonPh @JorgeDe99148325 @MariettoPonce Es que es lo malo de ser borregos... Deberían por lo menos de estudiar, algo sobre la economía  de antes y de ahora...",0,0,1,4704.0
3086,3086.0,@Natdiaquin Ver para Creer por que parece un cuento de puro HUMO y mensaje populista.,0,0,0,
3934,,"@Funesta Esta vez no estoy de acuerdo Vero, de Alito todo parece indicar que si, pero Marko? Sí, se me hace un blandengue que podría ayudar más quitándose de en medio, pero justo ahorita está haciendo lo que debe, presionar al PRI para que se definan, no lo veo actuando mal.",0,0,0,3934.0
5724,,"@DavidVargasA18 Tú fuente es un delincuente preso, que por bajar su condena, acusaría hasta a su madre! risas payaso",0,0,1,5724.0
2925,,*BASURA* Reportan ningún control sobre el uso de contenedores provocando gran acumulación de basura atrás de súper mercado ubicado en Calle 18 entre las Calles 25 y 27 de la Col. Mirasierra #Saltillo 16:15 @SaltilloGob @spublicossalt @MedAmbienteSalt Folio: ZE9WYJ https://t.co/oh27lDrNvQ,0,0,0,2925.0
291,,"#Seguridad: Entre estos restos se incluyen 71 cuerpos completos, indicó el Colectivo Solecito, que localizó en 2016 la fosa clandestina más grande de LATAM.

https://t.co/u1KBfKck5k",0,0,0,291.0
2365,2365.0,@niklaus2009 Y no podemos agregar enterrarlos hasta el cuello en el desierto y cubrirles la cabeza con melaza??? Las hormigas hacen el resto compadre!?!😅😂🤣😵💀☠️,0,0,0,
1366,,@NachoRgz @fernandeznorona Al parásito huevon de la política? El mugroso ese bueno para nada? Tal para cual!!!,1,1,1,1366.0
5145,,@javierbmx28 Que bolas en Venezuela todo es una mentira xd,0,0,0,5145.0
603,603.0,"@_VicenteSerrano @monerohernandez @lopezdoriga @alitomorenoc @Radio_Formula Hoy más vigente que nunca la caricatura de los paleros de #ElImbecilDePalacio.
#CallatePalero  #elcacas #JoseRamonLopezBeltran185 https://t.co/buRgnzAyxD",0,0,1,
518,518.0,@Camucha38734567 Eso es correcto Camucha muchas gracias saludos y bendiciones,0,0,0,
4835,4835.0,"Estoy muy meada, lo mejor es que es un gran tweet me representa 🫡💋 https://t.co/oYCsTTj5ht",1,0,0,
687,687.0,"Mi mamá hizo tortas de soya arregladas con culantro, cebollino, ajo y queso y 🤤🤤🤤🤤🤤 estaban demasiado deliciosas",0,0,0,
1325,,tu marido un huevón jajajajaja aah raza!!,1,0,1,1325.0
3182,,Bertha Caraveo hablando de las majaderías de otros.... Jajajajajajajajajajaj. La encarnación de la palabra vulgar 🤣 https://t.co/nwN4zEpNLK,0,0,1,3182.0
361,361.0,"El artículo de Eduardo del Buey, en @NewsweekEspanol:

https://t.co/bjR9tZ1p7X",0,0,0,
4331,4331.0,@Faitelson_ESPN A lo mejor necesita un chingadazo como el que te dio el tlatoani de Morelos en aquella tarde en Veracruz.,1,1,0,
4188,4188.0,@Prazkat Lo cagado es que ese señor es bien megalómano. Tiene una serie sobre su vida que dizque es “exitosísima”. https://t.co/qLoRQvGXEV,1,0,0,
2045,,"#Nacional | El mecanismo #Covax que había retrasado sus entregas a #México, ahora las adelantó y se estarán recibiendo las 10 millones de dosis en cuatro entregas.
https://t.co/EtvdvlrR8w",0,0,0,2045.0
5070,5070.0,"@_DeadSea_ Te recomiendo que lo hables y les digas, si no me respetan mis deseos los puteo, y ya solo avisas que hay pastel en la cocineta.",1,0,0,
